YEAR,BookID,PhysicalDescription,Place,Publisher,MediaType,Title,ResTitle
2064,7096,262,"Kathmandu, Nepal",Oxford International Publication,TEXT MATERIAL,Theory of Economics,Krishna Raj Acharya | Sagar Mani Ghimire
2019,12447,64,"Bharatpur,Chitwan","Department of Sociology,Birendra Multiple Campus",TEXT MATERIAL,Continuity And Change in Religio-Cultural Tradition And Economic Conditions of Gurungs,"Gurung,Dhan Maya"
2047,13748,302,Varanasi,Param Bir Shumsher j.b Rana,TEXT MATERIAL,Shree 3 Haruko Tathya Britanta,"Shamsher,Purushottam"
2059,4850,50,"Chitwan, Nepal",Chitwan Sahitya Praishad,TEXT MATERIAL,Chhanda-Vinod,Govinda Raj Binodi
0,6587,164,Kathmandu,Brataraj Acharya,TEXT MATERIAL,Hamro bhasa,Brataraj Acharya
2010,7203,418,New York,Oxford University Press,TEXT MATERIAL,The Poetry Handbook,John Lennard
2005,4988,486,New Delhi,Kitab Mahal,TEXT MATERIAL,Research Methodology :,P. Saravanavel
1975,536,695,New York,Collins Fontana,TEXT MATERIAL,The Gulag Archipelago 2: Par- 3& 4,Alexander Solzhenitsyn
1979,3149,478,New Delhi,S. Chand and Company,TEXT MATERIAL,Essentials of macro Economics,Kewal Krishan Dewett
1963,2728,833,Delhi,The English Language book Society,TEXT MATERIAL,Light ,R.W. Ditchburn
1964,3430,207,London,Hutchinson University Library,TEXT MATERIAL,Economic Theory,G.B.Richardson
1991,4253,1400,"Englewood Cliffs, New Jersey",Prentice Hall,TEXT MATERIAL,Prentice Hall Literature; The American Experience,Copper & Others
2001,1825,509,New Delhi,CBS Publishers & Distributors,TEXT MATERIAL,Mathematics Dictionary,James
1974,2999,695,Calcutta,The World Press,TEXT MATERIAL,An Introduction to Systematic Botany & Ecology,J.N. Mitra
1992,3630,211,Bombay,Himalaya Publishing House,TEXT MATERIAL,History of Modern Europe 1789-1960,H.V. Sreenivasa Murthy | B.R.K. Murthy | R. Ramakrishan
2065,8901,105,"Birendra Multiple Campus, Bharatpur, Chitwan","Department of Nepali , Birendra Multiple Campus",TEXT MATERIAL,Upnyaskar Binodprasad Ditalko Ujyalo Hunaghi Upnyasako Kritiprak Aadyayan,Milan Marhatta
2003,5210,546,New York,Oxford University,TEXT MATERIAL,Demographic Methods and Concepts,Donald T. Rowland
0,978,751+I10,,,TEXT MATERIAL,College Physics,Sears
0,2628,604,New Delhi,S. Chand & Company,TEXT MATERIAL,Political Organization and Comparative Government,P. Sharma
2014,10325,304,"Kathmandu, Nepal",Buddha Academy,TEXT MATERIAL,Business Economics - II Macro Economics,Nav Raj Kanel | Others
2012,7320,965,London,Pearson Education,TEXT MATERIAL,Organic Chemistry Vol.1:,I.L. Finar
1995,2963,96+ Others,"Opposite sitla Mandir, Jalandhar",Pradeep Publications,TEXT MATERIAL,A Textbook of Zoology Vol.3:,P.S. Dhami | J.K. Dhami
1987,992,776,New Delhi,S. Chand & Company,TEXT MATERIAL,A Text Book of Engineering Physics:,B.L. Theraja
0,3681,411,New Delhi,S. Chand & Company,TEXT MATERIAL,From Bismarck to the World War:,Erich Brandenburg
2013,7630,320,New York,Cambridge University Press,TEXT MATERIAL,The Study Of Language,George Yule
1986,1668,409,London,English Language Book Society,TEXT MATERIAL,Growth & Development:,A.P. Thirlwall
1982,3399,420,New Delhi,S. Chand & Company,TEXT MATERIAL,Modern Economic Theory,H.L. Ahuja | K.K. Dewett
1985,1544,440+146,Allahabad,Chaitanya Publishing House,TEXT MATERIAL,Economic Planning:,B.C. Tandon
2013,8152,1012,New Delhi,Pearson,TEXT MATERIAL,Object - Oriented Programming in C ++,Robert Lafore
2018,10591,637,"Mumbai, India",Himalaya Publishing House Pvt. Ltd.,TEXT MATERIAL,Principles of Population Studies,Asha A. Bhende | Tara Kanitkar
2067,6490,440,Bagbazar Kathmandu,Asia Publishing house,TEXT MATERIAL,Micro Economics,Prof. Dr. Mahesh Raj Dahal | Dr. Bhim Prasad Neupane | Min Raj Poudel
2053,5764,312,"Bhotahity, Kathmandu",Ratna Pustak Bhandar,TEXT MATERIAL,Commercial Arithmetic For I.Com. Students,Krishna Bhadra Khanal
1995,1411,9.36+i.6,New Delhi,Vikas Publishing House,TEXT MATERIAL,Fundamental Real Analysis,S.L .GUPTA | NISHA RANI
1963,2522,482,New York,McGraw-Hill,TEXT MATERIAL,The Image of Man in America,Don M. Wolfe
1967,2650,406,Peking,Foreign Language Press,TEXT MATERIAL,Selcted readings from the works of Mao Tse-Tung,Foreign Language Press
1984,1260,648+XI,New Delhi,S. Chand & Company,TEXT MATERIAL,A Textbook of Zoology Vol.2:,Vishwa Nath
1992,858,488,London,Everyman's Library,TEXT MATERIAL,Mansfield Park,Jane Austen
2007,4181,390,"Bhotahity, Kathmandu",National Book Centre,TEXT MATERIAL,Research Methodology:,Sajal Bhattarai
2019,13580,29,"Bharatpur,chitwan","Department of English,Birendra Multiple Campus",TEXT MATERIAL,Obsession To Death In Emliy Dickinson's Selected Pomes,"Shah,Chanda"
2059,8910,82,"Birendra Multiple Campus, Bharatpur, Chitwan","Department of Nepali , Birendra Multiple Campus",TEXT MATERIAL,Motiram Bhattka Kritima Prayautm Aagntuk Shabdhruko Sankln,Dayanidhi Aryal
2069,8296,121,"Lalitpur, Nepal",Shikshak Masik,TEXT MATERIAL,Divaswapna,Giju Bhai | A. Sharad Chandra Osti
2059,4453,97,"Bhotahity, Kathmandu",Viddharthi Pustak Bhandar,TEXT MATERIAL,Settlement Geography,Premraj Khaniya
2065,5060,356+23,"Kathmandu, Nepal",Asmita Books Publishers and Distributors,TEXT MATERIAL,Corporate Finance (Sansthagat Bittashastra) for BBS 3rd Year,Padam Raj Joshi
2009,5075,790,New Delhi,Dorling Kindersley (India) Pvt. Ltd.,TEXT MATERIAL,Textbook of Quantitative Chemical Analysis,J. Mendham | R.C. Denney | J.D. Barnes
2014,13685,95,"Bharatpur,Chitwan","Department of Physics,Birendra multiple campus",TEXT MATERIAL,Study of Phonon Frequwncies Of Cadmium Telluride(cdte),"Pangeni,Bishnu Prasad"
0,3605,304,Kathmandu,Ratnapustak Bhandar,TEXT MATERIAL,Bank ra Sansthan sahayak (Banking),Ratnapustak Bhandar
2019,12469,33,"Bharatpur,Chitwan","Department Of English,Birendra Meltiple Campus",TEXT MATERIAL,Critque Of Western Modern In Orhan Pamuk's The New Life,"Gaudel,Kamala Devi"
2051,9865,681,Kathmandu,,TEXT MATERIAL,Unnyan : Madan Mani Bisheshanka,Achut Raman Adhikari
1991,2510,320,New Delhi,Sterling Publishers,TEXT MATERIAL,Pressure groups and Democracy in India,L.P. Misquitta
2002,6807,671,"Kathmandu, Nepal",Ekta Books Distributors,TEXT MATERIAL,A Textbook of B.Sc. Organic Chemistry Vol.1:,M.L. Sharma | P.N. Chaudhary
1999,3064,388,New Delhi,Tata McGraw-Hill Publishing Company,TEXT MATERIAL,Industrial Relations,Arun Monappa
2075,10439,341,"Kathmandu, Nepal",National Book Center,TEXT MATERIAL,"Research Methods  in Sociology for B.A, 3rd Yr",Bala Ram Acharya
2016,9876,48+xiv,"Bharatpur, Chitwan",Department of Microbiology of Birendra Multiple Campus,TEXT MATERIAL,"Bacteriological Profiling of Street vended panipuri sold bhararpur city, Nepal",Sujan Khadka
2067,6004,88,"Bharatpur, Chitwan, Nepal","Department of  Nepali, ,Birendra Multiple Campus",TEXT MATERIAL,Tilak raj sharma poudelka Nibandha Sangrahama hashyabyangakaritako addhyan,Prakash Chandra Aryal
2011,7673,189,"Kathmandu, Nepal",Intelectual Book Palace,TEXT MATERIAL,Population Analysis II : Indirect Technipues,Bijaya Mani Devkota | Ram Mani Devkota
1986,3237,216,"Kathmandu, Nepal",Ratna Pustak Bhandar,TEXT MATERIAL,Planning for Agricultural Development in Nepal,Mehar Man Paudel
2007,2146,254,New York,Palgrave Macmillan,TEXT MATERIAL,Jane Austen: Sense and sensibility Pride and prejudice and mansfield park,B.C. Southam(editor)
2011,8173,280,New Delhi,Adarsh Enterprises,TEXT MATERIAL,Journey's End,Rajeshwar Devkota
2002,1482,245,London,Lynne Rienner,TEXT MATERIAL,Ventures in Political Science:,Gabriel A. Almond
2000,1381,809-1487,Singapore,World Scientific,TEXT MATERIAL,International Conference on Differential Equations Vol.2,Bernold Fiedler | Konrad Groger | Jurgen Sprekels
2020,12265,90,"Birendra Multple Campus, Bharatpur Chitwan","Department of Physics, Birendra Multiple Campus",TEXT MATERIAL,To Study structural and electronic properties of transition metal titanium and zirconium,"Paudel, Rajesh"
1972,1368,886,New Delhi,Oxford & IBH Publishing Company,TEXT MATERIAL,Principles of Physical Chemistry ,Samuel H. Maron | Carl F. Prutton
2003,305,106,"Kathmandu, Nepal",New Hira Books Enterprises,TEXT MATERIAL,Guidelines To Format Theses & Dissertations:,Nav R. Kanel
1985,3804,429,New Delhi,Tata McGraw-Hill Publishing Company,TEXT MATERIAL,Theory of Ordinary Differential Equations,Earl A. Coddington | Norman Levinson
2064,5551,478,"Narayangarh , Chitwan",Gyanjoti Prakashan,TEXT MATERIAL,Economics XI,Surya Narayan Poudel | Omkar Poudel
2002,9225,232,India,Wiley Black well,TEXT MATERIAL,Field Geophysics The Geological Field Guide Series ( Photocopy ),John Milsom
2014,10210,62,"Bharatpur, Chitwan",Birendra Multiple Campus,TEXT MATERIAL,Role of Women In Household Decision Making,Rajkishor Saphi
2064,5481,116,Tanahun,Kalika Sthan Samaj,TEXT MATERIAL,Shod ra Samikshya,Kul Prasad Dhungana
1997,8350,119,London,American Society,TEXT MATERIAL,Brazil Under Cardoso,Susan Kaufman Purcell | Riordan Roett
2069,8163,482,Buddha nagar Kathmandu,Bishow darshan abhiyan Nepal,TEXT MATERIAL,Nepal Bhramanka 730 din,Narayan Prasad Bhattrai | Nabaraj Bhattrai
2000,7582,253,Patana,Bihar Hindi Grantha Academic,TEXT MATERIAL,Kabya Rachana Prakriya,Dr.  Kumar Bimal
1987,3414,243,Delhi,South Asian Publishers,TEXT MATERIAL,Monetary Structure of the Nepalese Economy,Gunanidhi sharma
1975,9822,159,London,Bantam Books,TEXT MATERIAL,Gems and Jewelry,Joel Arem
2061,4752,251,"Kathmandu, Nepal",Taleju Prakashan,TEXT MATERIAL,Entrepreneurship Development,Shyam Joshi
2004,7990,773,New Delhi,CBS Publishers & Distributors Pvt. Ltd.,TEXT MATERIAL,Basic Food Microbiology,George J. Banwart
2004,1287,61,"Bhotahity, Kathmandu",M.K. Publishers & Distributors,TEXT MATERIAL,B.Sc. Practical Chemistry Part 2,S.P. Dhoubhadel
2066,5152,14,Bharatpur,"Department of Management, BMC",TEXT MATERIAL,A Study on Deposite Collection of Trinetra Saving and Co-operative,Rashika Darai
2078,13880,478,"Kathmandu, Nepal",Sukunda Pustak Bhawan,TEXT MATERIAL,Differential Equations with Applications (A Textbook for BSc 2nd Year),P Kattel | J Kafle
2008,1917,59,Kathmandu,"Ratna Rajya Laxmi Campus ,T.U.",TEXT MATERIAL,Treatment of Gender Roles in Thomas Hardy 's Far from the Madding Crowd,Binti Ram mahato (Tharu)
1958,3341,249,Delhi,Vikash Publishing house,TEXT MATERIAL,A new economic geography of Bangladesh,Nafis Ahmad
2008,5124,18,Bharatpur,"Department of Management, BMC",TEXT MATERIAL,A Study on Loan Management and Recovery of Sangam Multipurpose Co-operative Limited,Durga Nath Bhattarai
2005,4235,524,New Delhi,Narendra Publishing House,TEXT MATERIAL,A Textbook of Fish Biology & Fisheries,S.S. Khanna | H.R. Singh
2002,1238,632+8,New Delhi,S. Chand & Company,TEXT MATERIAL,A Manual of Practical Zoology: Chordates,P.S. Verma
2070,8026,316,"Kathmandu , Nepal",Asmita Books,TEXT MATERIAL,Fundamentals of Selling,Baikuntha Prasad Bhusal
2016,9766,46,"Bharatpur, Chitwan","Department of English, Birendra Multiple Campus",TEXT MATERIAL,Heroic Motif in Paulo Coelho's The Alchemist,Angela Amgain
2004,989,776,New Delhi,S. Chand & Company,TEXT MATERIAL,Electricity & Magnetism,K.K. Tewari
1984,2574,127,New Delhi,NBO Publisher's Distributors,TEXT MATERIAL,Public Administration and Nation- Building in Nepal,Madhab Prasad Poudyal
1965,3847,347,Peking,Foreign Language Press,TEXT MATERIAL,Selected Works of  Vol.4,Mao Tse-tung
1998,4829,538,New Delhi,Tata McGraw-Hill Publishing Company,TEXT MATERIAL,Schaum's outlines statistics,Murray R. Spiegel | John Schiller | R. Alu Srinivasan
1976,3036,532,New York,Mcgraw-Hill Book Company,TEXT MATERIAL,Linear Programming,Saul I. Gass
2043,7583,275,India,Indian Press (Publication) Pvt.Ltd.,TEXT MATERIAL,Sahityalochan,Dr. Shyam Sundar Das
1990,7029,358,New Delhi,Anmol Publications,TEXT MATERIAL,Encyclopaedic Dictionary of Chemistry Vo.III,Satish Anand | Raj Kumar
1974,3844,446,Allahabad,Central Book Depot,TEXT MATERIAL,A History of Political Theories,George H. Sabine
2010,9158,55,"Bharatpur, Chitwan","Department of English, Birendra Multiple Campus",TEXT MATERIAL,Male Politics in Normal Mailer's An American Dream,Jit Bahadur Chetry
2036,7022,358,New Delhi,Anmol Publications,TEXT MATERIAL,Encyclopaedic Dictionary of Chemistry Vo.IV,Satish Anand | Raj Kumar
2009,4378,108,"Kathmandu, Nepal","Nepal Commerce Campus, Department of Management, MBS, TU",TEXT MATERIAL,Profit Planning & Control of Himalayan Sangrila Tea Products Pvt.Ltd. & Sankejung Hill Range Tea Processing Industries Pvt.Ltd.,Yadab Poudyal
1985,6473,236,New Delhi,Lipi Prakashan,TEXT MATERIAL,Aadhunik Bhasha Bigyan,Bhola Nath Tiwari
1993,1774,495,London,Penguin Books,TEXT MATERIAL,The Penguin Dictionary of Politics,David Robertson
2013,9192,324,New Delhi,PHI Learning,TEXT MATERIAL,System Simulation,Geoffrey Gordon
2055,9894,751,"Biratnagar, Nepal",Udatta Anusandhan,TEXT MATERIAL,Khas Jatiko Itihas,Prof. Balkrishna Pokhrel
1994,116,556,London,Everyman's Library,TEXT MATERIAL,Adam Bede,George Eliot | ed. Beryl Gray
2068,7284,291,Pradarshani Marga,Hajurko Prakashan,TEXT MATERIAL,Theory of  Economics,Rishiram Gaire | Giridhari Lamichane
2006,8488,612,New Delhi,Kalyani Publishers,TEXT MATERIAL,History Of Economic Thought,R.R.Paul
2070,13827,388,Kathmandu,Quest Publication Pvt. Ltd.,TEXT MATERIAL,Fundamentals of Public Health for Three Year BEd 2nd,"Lokendra Sherchan, Yadu Ram Upreti"
2054,6462,155,South Sikkim,Nirman Prakashan,TEXT MATERIAL,"Parijatka Sankalit Rachanaharu, Vol. 5",Nirman Prakashan
1995,180,165,New York,Grove Press,TEXT MATERIAL,A Personal Matter,Kenzaburo Oe
1977,3621,727,New Delhi,S. Chand & Company,TEXT MATERIAL,Modern Europe Upto 1945,Charles Downer Hazen
1993,8797,78,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of  Econoimics,TEXT MATERIAL,Relationship Between Farm Size & Land Productivity,Chandra Bahadur Adhikari
2002,281,207,New York,T.Y. Crowell Company,TEXT MATERIAL,Cheaper By The Dozen,Frank B. Gilbreth Jr. | Ernestine Gilbreth Carey
2069,7586,309,"Kritipur, Kathmandu",Gyankunja Prakashan,TEXT MATERIAL,Samajik Starikaran ra Bibhedikaran Bihshleshan (Analysis of social strafication and Differentation),Vojendra Aryal
2004,2669,994,New Delhi,Cambridge University press,TEXT MATERIAL,Numericalo Recipes in C,William H. Press
2001,577,316,New York,Random House,TEXT MATERIAL,The Fourth Hand,John Irving
2013,10364,600,"Kathmandu, Nepal",Buddha Academic Publication,TEXT MATERIAL,Accounting for financial analysis & Planning : BBS 1st Yr.,"Prof. Vijaya Prakash Shrestha | Dr. Khagendra Prasad Ojha | Prof. Dr. Durga N, Chaudhary | Raju K. Rajpure | Tulasi ram shrestha | Govinda Raj Joshi | Bhupal Jaisi | Achut Gnyali | Pradip Bhagat | Lalit Man Shretha | Yamesh man Singh | Tara P. Upadhyaya | Umesh Ghimire | Khadga Saud"
2012,9144,54,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of English,TEXT MATERIAL,Existenstial Crisis of Banished People in Desai's Baumgartner's Bombay,Aruna Kharel
2016,9753,56,"Bharatpur, Chitwan","Bachelors Degree of 4 Yr Science in Botany, Birend",TEXT MATERIAL,"Ethnobotanical Study of Wild edible Plant of Estern part of Chitwan District, Nepal",Srijana Paudel
2001,5305,77,Unesco,Unesco-Nepal,TEXT MATERIAL,Hotline final Report 2001,Center for legal research and resource devlopment (CeLRRD)
1952,3508,386,New Delhi,McGraw-Hill Kogakusha,TEXT MATERIAL,Methods in social Research,William J.Goode | Paul K. Hatt
2007,9372,570,India,Wiley India,TEXT MATERIAL,"Introductory Mining Engineering, Photocopy",Howard L. Hartman | Jan M. Mutmansky
2019,10823,929,New Delhi,S. Chand & Company,TEXT MATERIAL,Ecology Environmental Science & Conservation,J S Singh | S P Singh | S R Gupta
2019,13535,42,"Bharatpur,Chitwan","Department of Sociology,Birendra Multiple Campus",TEXT MATERIAL,Socio Economic Status and Participation of Marriage Women in Household Decision Marking,"Pokhrel,Pooja"
2007,2153,256,New York,Palgrave Macmillan,TEXT MATERIAL,Donne: Songs and sonets,Julian Lovelock
2067,6024,130,"Bharatpur, Chitwan","Master of arts in Nepali, Department,Birendra Multiple Campus",TEXT MATERIAL,Chitwanko sahityk Unnyan ma sahitya sangam chitwan ko yogadan,Nirmala Devi Sharma
0,4590,168,"Lalitpur, Nepal",Sajha Prakashan,TEXT MATERIAL,Nepali Katha Vol.2,Mahadev Wasthi
2075,10643,363,"Kathmandu, Nepal","Pratik Marahatta, Pratim Marahatta",TEXT MATERIAL,Nepalko Loktantra (Krintri Dekhi Barthaman Samma),Purushottam Marahatta
2002,1754,95,"Bhotahity , Kathmandu",M.K. publishers & Distributors,TEXT MATERIAL,Joys of Reading ;,Shreedhar Lohani | Rameshwar Adhikary
2014,9115,45,"Birendra Multiple Campus, Bharatpur, Chitwan",Department of English,TEXT MATERIAL,Colonel as an Absurd Hero in Gabriel Garcia Marquez's No one Writes to the Colonel,Jaya Prakash Pandey
2021,11020,426,Kathmandu,Asmita,TEXT MATERIAL,Investment Analysis,"Paudel Rajan B.,Baral Keshar J., Gautam Rishi R. R"
2014,9189,567,New Delhi,McGraw Hill Education,TEXT MATERIAL,Artificial Intelligence ,Elaine Rich | Kevin Knight | Shivashankar B. Nair
1998,1013,248,New York,McGraw-Hill,TEXT MATERIAL,Six Ideas that Shaped Physics Unit:E:,Thomas A. Moore
2053,6568,268,"Kathmandu, Nepal",Nepal Rajkiya Pragya Pratishthan,TEXT MATERIAL,Bhojpuri Ukhan Tukka,Mukunda Acharya
1984,3925,146,Delhi,Surjeet Publications,TEXT MATERIAL,History of Japan in Modern Times,A.K. Singh
1986,6714,510,New York,Oxford University,TEXT MATERIAL,The Economics Of Underdevelopment,A.N.Agarwala | S.P. Singh
2000,123,563,New York,Little brown and company,TEXT MATERIAL,Collected Stories,Ellen Gilchrist
2013,7778,42,"Bharatpur, Chitwan","Department of English, Birendra Multiple Campus, T.U",TEXT MATERIAL,Commoditization of Women in JM Coetzee's Disgrace,Rajan Pandey
2071,9229,642,"Kathmandu, Nepal",Bidyarthi Pustak Bhandar,TEXT MATERIAL,"Nepalma ""Raw"" ko Chalkhel Samukta",Dr. Shastradatta Pant
2012,7773,67,"Bharatpur, Chitwan","Department of English, Birendra Multiple Campus, T.U",TEXT MATERIAL,Identity Crisis in V.S. Naipaul's A Bend in the River,Pradip Kumar Chaudhari
2058,6056,168,"Kathmandu, Nepal",Sajha Prakashan,TEXT MATERIAL,Voko Ghar,Gobinda Bahadur Malla 'Gothale'
2051,4817,216,"Pulchowk, Kathmandu",Sajha Prakashan,TEXT MATERIAL,Shakuntala Natak,Ashu kabi Shambhu Prasad Dhungyal
2068,7530,96,"Bhratpur-10, Chitwan",Sumitra Sharma,TEXT MATERIAL,Janaandolon 2046 : Addyan evam abalokan,Dr. Ishwori Raj Laudari
1986,10814,551,New York,Springer Verlag,TEXT MATERIAL,"Depositional Sedimentary Environments with Reference to Terrigenous Clastics, PHOTOCOPY",H E Reineck | I B Singh
1983,2821,106,"Kirtipur, Kathmandu","T.U., P.N.Campus",TEXT MATERIAL,Basic Qualitative Analysis,K.R.Palak
1997,1570,770,Delhi,Konark Publishers,TEXT MATERIAL,Macro-Economic Theory,M.L. Jhingan
2001,8454,860,New York,McGraw-Hill,TEXT MATERIAL,Software Engineering,Roger S. Pressman
1986,6526,224,New Delhi,Janaki Prakashan,TEXT MATERIAL,Byutpatti Bigyan: Siddhanta Our Biniyoug,Braja Mohan Pandey 'Nalin'
2013,9156,43,"Bharatpur, Chitwan","Department of English, Birendra Multiple Campus",TEXT MATERIAL,Thwarted Independence in Chinua Achebe's A Man of The People: A Postcolonial Study,Sita Ram Dhakal
2015,10265,376,India,S.K. Kataria and Sons,TEXT MATERIAL,An Introduction to Automata Theory and formal Languages,Adesh K. Pandey
2076,11138,162,Kathmandu,Jupitar Printing and publishing,TEXT MATERIAL,Baybharik Lekhan Thatha Sampadan,"Khaniya, Buddha Raj, Adhikari, RamKumar"
2017,10001,92,"Birendra multiple campus, T. U .",Deparment of physics,TEXT MATERIAL,Study of Aftershocks activities of Gorkha Nepal Earthquake,Dilmaya Thapa
1972,2625,328,New Delhi,Wiley Eastern Pvt.Ltd.,TEXT MATERIAL,Politics and the social Sciences,Seymour Martin Lipset
1988,2697,339,"Botahity , Kathmandu",Student's Books and Stationery,TEXT MATERIAL,The Diamond Physics Numerical  Part 1,R.B.Sharma
2014,12230,71,"Bharatpur, Chitwan","Department Of Physics , Birendar Multipel Campus",TEXT MATERIAL,Seismicity Pattern  Analysis In And Around Shillong Great Earthquake Of  1897,"Bhattarai, Jyoti"
2009,4353,63,"Kirtipur, Kathmandu","Central Department of Management, MBS, TU",TEXT MATERIAL,Risk and Return of Commercial Banks,Ramesh Shrestha
1994,961,604,New Delhi,Wiley Eastern Limited,TEXT MATERIAL,Modern Physics,B.V.N. Rao
